State/Region Pcode,State/Region Name,District Pcode,District Name,Township Pcode,Township Name,Total population Both sexes,Urban population Both sexes,Rural population Both sexes,Urban population (%),% rural,0 - 14,% 0 - 14,10 - 17,5 -  29 years school/college attendanceCurrently attending,% currently attending school/college,Total,Employee (government),Employee (private),Employer,Own account worker,Household worker,% 10yr and older in paid employment,Conventional households,Institutions,% in institutions,Mean household size,percentile mean household,Total,Apartment/ Condominium,Bungalow/ Brick house,Semi0pacca house,% HQ housing,Wooden house,Bamboo,Hut 2 - 3 years,Hut 1 year,Other,% LQ housing,Safe sanitation (%),% households with access to safe sanitation,Total,Dhani/Theke/ In leaf,Bamboo,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Dhani/Theke/ In leaf,Bamboo,Earth,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Bamboo,Earth,Wood,Tile/Brick/ Concrete,Other,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,Total,Electricity,LPG,Kerosene,BioGas,Firewood,Charcoal,Coal,Straw/Grass,Other,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,Conventional households,Radio,Television,Land line phone,Mobile phone,Computer,Internet at home,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,Conventional households,Car/Truck/ Van,Motorcycle/ Moped,Bicycle,40Wheel tractor,Canoe/Boat,Motor boat,Cart (bullock),% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
MMR012,Rakhine,MMR012D001,Sittwe,MMR012002,Ponnagyun,"129,753","12,691","117,062",9.8,0.90,"43,371",0.33,"25,181","27,554",0.21,"103,376",1928,4502,2271,"16,997","29,521",0.53,"127,640","2,113",0.02,5.0,0.72,"25,335",22,290,213,0.02,"11,318","13,198",179,67,48,0.98,13.6,0.14,"25,335","16,919",82,10,"8,295",21,8,"25,335","1,999","17,776",37,"4,876",171,446,30,"25,335","12,514",200,"12,134",339,148,"25,335","1,271","3,072","17,099","1,397","1,944",38,481,33,0.05016775212,0.01898559305,0.1333728044,0.7974738504,"25,335",31,1,218,9,"24,069",761,17,18,211,0.00122360371,0.9814485889,0.008999407934,"25,335","6,581","3,673",521,"2,149",108,153,0.14,0.08,0.26,0.00,0.01,"25,335",17,768,"1,286",96,"1,304",719,"2,603",0.00,0.00,0.03
MMR012,Rakhine,MMR012D001,Sittwe,MMR012007,Pauktaw,"145,957","12,714","133,243",8.7,0.91,"51,611",0.35,"30,722","29,008",0.20,"115,547",1706,"14,067",4583,"15,897","31,970",0.59,"143,601","2,356",0.02,4.7,0.68,"30,544",35,115,209,0.01,"12,209","16,710",562,311,393,0.99,11.2,0.11,"30,544","22,723",123,35,"7,515",18,130,"30,544","4,886","20,285",39,"4,540",75,262,457,"30,544","14,359",228,"15,507",162,288,"30,544","1,851","11,545","13,975","1,090","1,403",46,591,43,0.06060110005,0.01934913567,0.08312598219,0.8369237821,"30,544",66,3,997,11,"28,242","1,046",38,17,124,0.002160817182,0.9606796752,0.03309979047,"30,544","7,341","4,080",595,"2,285",100,180,0.13,0.07,0.24,0.00,0.01,"30,544",20,343,505,34,"1,649","2,380","4,129",0.00,0.00,0.01
MMR012,Rakhine,MMR012D001,Sittwe,MMR012008,Rathedaung,"111,974","7,511","104,463",6.7,0.93,"38,729",0.35,"22,321","26,144",0.23,"88,582",2527,"5,127",3541,"10,531","22,038",0.49,"109,989","1,985",0.02,4.5,0.65,"24,341",253,181,397,0.03,"8,961","14,067",309,108,65,0.97,15.5,0.15,"24,341","17,124",147,18,"7,035",10,7,"24,341","1,598","18,557",29,"3,320",107,716,14,"24,341","13,560",380,"9,799",447,155,"24,341","2,211","4,908","13,615","1,874",657,11,"1,032",33,0.09083439464,0.04239760076,0.1044328499,0.7623351547,"24,341",49,1,436,5,"22,307",892,86,72,493,0.002013064377,0.9595743807,0.01815866234,"24,341","7,399","4,000",994,"3,679",225,277,0.16,0.15,0.30,0.01,0.01,"24,341",24,815,"1,315",84,"1,153",696,"4,231",0.00,0.00,0.03
MMR012,Rakhine,MMR012D005,Mrauk0U,MMR012003,Mrauk0U,"189,630","36,139","153,491",19.1,0.81,"61,819",0.33,"35,906","36,781",0.19,"151,799","3,139","24,654","7,309","21,675","37,807",0.62,"186,551","3,079",0.02,4.5,0.65,"41,525",423,326,254,0.02,"10,288","29,532",418,205,79,0.98,20.2,0.20,"41,525","31,952",265,45,"9,232",13,18,"41,525","2,039","34,986",41,"3,485",54,890,30,"41,525","29,410",283,"11,004",673,155,"41,525","3,255","5,861","23,970","3,907","1,850",45,"2,594",43,0.07838651415,0.06246839253,0.1397230584,0.7194220349,"41,525",135,2,312,14,"39,345",846,24,22,825,0.003251053582,0.9689825406,0.007898856111,"41,525","11,303","7,258","1,004","4,070",343,481,0.17,0.10,0.27,0.01,0.01,"41,525",119,"3,470","5,407",338,"2,202","2,750","5,291",0.00,0.01,0.08
MMR012,Rakhine,MMR012D005,Mrauk0U,MMR012004,Kyauktaw,"173,100","19,492","153,608",11.3,0.89,"56,184",0.32,"31,669","35,690",0.21,"138,340","3,923","11,570","5,592","23,312","30,850",0.54,"170,787","2,313",0.01,4.7,0.67,"36,495",556,427,461,0.04,"11,663","22,707",437,175,69,0.96,21.7,0.22,"36,495","19,379",261,40,"16,695",96,24,"36,495",378,"28,990",68,"5,678",99,"1,207",75,"36,495","22,874",220,"12,295",871,235,"36,495","3,774","4,756","21,941","1,437","3,173",91,"1,265",58,0.1034114262,0.0346622825,0.1288121661,0.7331141252,"36,495",159,0,345,17,"33,953","1,044",154,193,630,0.0043567612,0.9684614331,0.009919167009,"36,495","11,255","6,813",975,"4,977",355,584,0.19,0.14,0.31,0.01,0.02,"36,495",106,"3,123","5,374",560,688,714,"7,312",0.00,0.02,0.09
MMR012,Rakhine,MMR012D005,Mrauk0U,MMR012005,Minbya,"169,208","22,944","146,264",13.6,0.86,"58,109",0.34,"32,660","33,818",0.20,"133,596",3383,"14,496",4946,"18,546","29,013",0.53,"165,769","3,439",0.02,4.5,0.65,"36,628",482,232,226,0.03,"15,432","19,423",520,208,105,0.97,16.2,0.16,"36,628","29,424",528,17,"6,481",49,129,"36,628","3,745","28,465",33,"3,384",41,855,105,"36,628","16,701",292,"18,714",731,190,"36,628","1,638","4,435","24,213","1,325","3,153",65,"1,397",402,0.04471988643,0.0381402206,0.1240307961,0.7931090969,"36,628",57,5,513,10,"34,515","1,334",56,3,135,0.001556186524,0.9803429071,0.01441520149,"36,628","8,927","5,709",743,"3,271",253,408,0.16,0.09,0.24,0.01,0.01,"36,628",86,"1,832","2,876",90,"1,303","1,639","3,453",0.00,0.00,0.05
MMR012,Rakhine,MMR012D005,Mrauk0U,MMR012006,Myebon,"137,193","11,566","125,627",8.4,0.92,"48,059",0.35,"24,342","30,862",0.22,"106,242",1575,"8,074",3316,"26,191","22,345",0.58,"134,892","2,301",0.02,4.3,0.62,"31,339",17,403,341,0.02,"16,920","12,083",728,284,563,0.98,16.3,0.16,"31,339","26,225",41,7,"4,951",12,103,"31,339","4,135","20,626",27,"5,409",20,651,471,"31,339","9,007",227,"21,412",535,158,"31,339","2,351",592,"22,343","1,092","3,524",41,"1,332",64,0.07501834775,0.04250295159,0.148600785,0.7338779157,"31,339",47,1,63,15,"30,122","1,044",20,0,27,0.001499728772,0.9951179042,0.002520820703,"31,339","9,612","5,296",569,"2,496",219,358,0.17,0.08,0.31,0.01,0.01,"31,339",33,"1,303","1,664",91,"2,341","4,490","2,418",0.00,0.00,0.04
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012009,Maungdaw,"40,785","12,469","28,316",30.6,0.69,"13,236",0.32,"6,754","6,716",0.16,"32,005",4159,2117,782,"6,353","6,400",0.62,"37,548","3,237",0.08,4.8,0.68,"7,896",461,232,321,0.13,"2,985","3,674",36,66,121,0.87,63.3,0.63,"7,896","4,247",142,9,"3,354",57,87,"7,896",117,"6,303",32,452,24,901,67,"7,896","2,450",682,"3,815",803,146,"7,896","3,069","2,325","1,464",21,598,13,372,34,0.3886778116,0.04711246201,0.08004052685,0.4841691996,"7,896",61,2,177,1,"6,246","1,257",83,23,46,0.007725430598,0.9636524823,0.02279635258,"7,896","2,096","2,246",276,"2,537",298,361,0.28,0.32,0.27,0.04,0.05,"7,896",108,"1,507","1,427",58,44,17,553,0.01,0.01,0.19
MMR012,Rakhine,MMR012D002,Maungdaw,MMR012010,Buthidaung,"55,545","9,712","45,833",17.5,0.83,"19,150",0.34,"9,761","10,633",0.19,"42,894",4513,1986,1030,"7,993","9,546",0.58,"52,056","3,489",0.06,4.6,0.66,"11,264","1,366",194,347,0.17,"3,016","6,178",101,36,26,0.83,38.8,0.39,"11,264","7,327",457,12,"3,032",86,350,"11,264",185,"8,688",7,493,18,"1,854",19,"11,264","5,428",170,"3,812","1,721",133,"11,264","2,854","4,626","2,421",212,536,47,422,146,0.2533735795,0.03746448864,0.07057883523,0.6385830966,"11,264",87,4,247,1,"9,910",892,100,1,22,0.007723721591,0.9679509943,0.02237215909,"11,264","3,097","2,655",259,"2,578",199,398,0.24,0.23,0.27,0.02,0.04,"11,264",50,"1,089","1,500",26,105,128,999,0.00,0.00,0.10
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,"165,352","20,866","144,486",12.6,0.87,"50,057",0.30,"26,661","32,180",0.19,"133,678","4,871","13,513",2259,"34,455","28,091",0.62,"155,649","9,703",0.06,4.2,0.60,"37,264",822,543,968,0.06,"25,877","8,465",410,111,68,0.94,27.9,0.28,"37,264","28,103",68,39,"8,824",191,39,"37,264","3,509","21,987",62,"9,423",79,"2,065",139,"37,264","4,443",223,"30,497","1,805",296,"37,264","7,657","3,807","23,314",214,"1,648",47,554,23,0.2054798197,0.01486689566,0.05122906827,0.7284242164,"37,264","4,094",2,409,8,"31,807",880,29,1,34,0.1098647488,0.8779787462,0.01124409618,"37,264","9,487","9,301",930,"5,937",466,392,0.25,0.16,0.25,0.01,0.01,"37,264",211,"4,671","4,471",306,"1,341","2,393","6,817",0.01,0.01,0.13
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012012,Munaung,"56,966","5,246","51,720",9.2,0.91,"12,873",0.23,"6,810","8,303",0.15,"48,851",1341,1721,898,"11,665","12,635",0.58,"56,013",953,0.02,3.8,0.55,"14,735",32,60,429,0.04,"12,030","2,096",59,19,10,0.96,28.8,0.29,"14,735","9,568",31,6,"5,125",3,2,"14,735",646,"3,038",16,"10,471",39,518,7,"14,735","1,429",39,"12,877",277,113,"14,735",997,"1,505","10,980",104,910,8,229,2,0.06766202918,0.01554122837,0.06935866983,0.8474380726,"14,735",22,1,107,3,"14,293",292,8,0,9,0.001493043773,0.9903630811,0.007533084493,"14,735","5,446","2,868",331,"2,405",117,127,0.19,0.16,0.37,0.01,0.01,"14,735",76,"2,856","2,225",143,49,462,"3,482",0.01,0.01,0.19
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012013,Ramree,"97,891","9,874","88,017",10.1,0.90,"27,726",0.28,"14,610","18,964",0.19,"80,114",1824,"4,513",1805,"19,905","16,048",0.55,"95,348","2,543",0.03,4.3,0.61,"22,418",8,44,216,0.01,"19,679","2,321",101,38,11,0.99,21.1,0.21,"22,418","17,373",58,9,"4,961",8,9,"22,418","2,201","2,642",39,"17,252",46,213,25,"22,418","1,240",47,"20,884",135,112,"22,418",517,"2,841","17,810",86,951,10,195,8,0.02306182532,0.008698367383,0.0467035418,0.9215362655,"22,418",25,2,291,7,"21,884",195,8,0,6,0.001115175306,0.985235079,0.01338210367,"22,418","6,745","1,705",233,"1,979",108,173,0.08,0.09,0.30,0.00,0.01,"22,418",63,"2,080","1,736",89,648,"1,151","4,030",0.00,0.00,0.09
MMR012,Rakhine,MMR012D003,Kyaukpyu,MMR012014,Ann,"119,714","8,514","111,200",7.1,0.93,"39,693",0.33,"18,992","23,223",0.19,"93,152",3712,"6,630",824,"27,002","21,056",0.64,"115,558","4,156",0.03,4.2,0.61,"27,359",917,218,398,0.06,"15,253","9,928",407,186,52,0.94,37.9,0.38,"27,359","21,575",340,4,"5,377",25,38,"27,359",335,"19,379",35,"6,094",34,"1,385",97,"27,359","7,597",233,"18,024","1,423",82,"27,359","1,238",139,"21,889",872,"2,169",34,961,57,0.04525019189,0.03512555283,0.1123944589,0.8072297964,"27,359",67,6,226,8,"25,593","1,399",52,0,8,0.002448919917,0.9884864213,0.008772250448,"27,359","7,008","5,744",876,"3,937",232,199,0.21,0.14,0.26,0.01,0.01,"27,359",155,"3,849","1,381",130,832,"1,681","5,458",0.01,0.00,0.14
MMR012,Rakhine,MMR012D004,Thandwe,MMR012015,Thandwe,"133,484","14,327","119,157",10.7,0.89,"31,242",0.23,"17,617","19,224",0.14,"113,523","4,167","19,528",1729,"24,992","26,235",0.68,"124,773","8,711",0.07,4.0,0.58,"31,075",417,512,"1,136",0.07,"24,181","3,800",599,300,130,0.93,70.0,0.70,"31,075","24,975",41,12,"5,884",128,35,"31,075","1,999","10,288",49,"17,173",44,"1,454",68,"31,075","2,137",174,"27,606","1,038",120,"31,075","6,259",233,"16,415",700,"6,496",61,850,61,0.2014159292,0.0273531778,0.233531778,0.537699115,"31,075",244,7,28,16,"24,946","5,647",108,3,76,0.007851971038,0.9880611424,0.001641190668,"31,075","14,890","11,746","1,223","8,705",544,"1,910",0.38,0.28,0.48,0.02,0.06,"31,075",433,"8,522","11,492",207,681,"1,415","8,444",0.01,0.01,0.27
MMR012,Rakhine,MMR012D004,Thandwe,MMR012016,Toungup,"158,341","34,087","124,254",21.5,0.78,"45,871",0.29,"24,508","29,122",0.18,"128,769","3,477","10,310",1433,"36,345","26,226",0.60,"153,721","4,620",0.03,4.4,0.63,"35,192",462,246,803,0.04,"27,552","4,825",871,249,184,0.96,47.1,0.47,"35,192","26,104",103,7,"8,902",40,36,"35,192","5,524","6,692",31,"21,434",82,"1,296",133,"35,192","2,661",106,"31,361",856,208,"35,192","4,211",111,"23,251",425,"5,649",115,1229,201,0.1196578768,0.03492270971,0.1758638327,0.6695555808,"35,192",111,3,39,7,"31,285","3,613",87,0,47,0.003154125938,0.9941179814,0.0013923619,"35,192","13,717","9,744",1237,"6,101",367,851,0.28,0.17,0.39,0.01,0.02,"35,192",234,"5,788","8,514",188,"1,671","3,105","9,364",0.01,0.01,0.16
MMR012,Rakhine,MMR012D004,Thandwe,MMR012017,Gwa,"66,015","15,388","50,627",23.3,0.77,"15,739",0.24,"8,853","9,675",0.15,"56,149",1664,"8,648",1512,"11,910","13,383",0.66,"64,580",1435,0.02,3.7,0.54,"17,326",197,172,351,0.04,"12,361","3,350",518,336,41,0.96,61.1,0.61,"17,326","15,159",22,2,"2,035",90,18,"17,326","2,327","5,653",15,"8,661",22,612,36,"17,326","2,045",52,"14,644",525,60,"17,326","2,097","2,233","7,774","2,014","2,579",17,570,42,0.1210319751,0.032898534,0.2660741083,0.5799953827,"17,326",75,2,50,7,"16,025",1107,32,0,28,0.004328754473,0.9906498903,0.003405286852,"17,326","7,757","5,286",620,"2,826",204,567,0.31,0.16,0.45,0.01,0.03,"17,326",136,"4,329","5,982",204,664,943,"4,608",0.01,0.01,0.25
MMR013,Yangon,MMR013D001,Yangon (North),MMR013001,Insein,"305,283","305,283",0,100.0,0.00,"65,108",0.21,"41,699","45,151",0.15,"265,187","16,105","76,766","3,461","37,202","47,804",0.68,"278,986","26,297",0.09,4.5,0.65,"61,676","6,174","6,785","12,274",0.41,"28,627","6,746",260,226,584,0.59,93.9,0.94,"61,676","4,534",89,113,"53,056","3,714",170,"61,676","1,431","17,445",41,"18,171","1,233","22,722",633,"61,676","4,654",299,"33,659","22,319",745,"61,676","55,409",55,"3,212","1,569","1,264",13,34,120,0.898388352,0.0005512679162,0.04614436734,0.05491601271,"61,676","39,235","1,454",3,487,"2,525","17,327",368,2,275,0.6361469615,0.3278747,0.0315195538,"61,676","23,395","51,707","4,760","45,976","8,286","30,123",0.84,0.75,0.38,0.13,0.49,"61,676","5,539","2,792","31,893",135,57,75,104,0.09,0.00,0.05
MMR013,Yangon,MMR013D001,Yangon (North),MMR013002,Mingaladon,"331,586","198,396","133,190",59.8,0.40,"76,774",0.23,"47,783","47,759",0.14,"284,095","22,287","88,051","3,136","34,075","54,231",0.71,"291,904","39,682",0.12,4.4,0.63,"66,303","8,404","7,445","10,329",0.39,"28,675","9,818",433,216,983,0.61,97.9,0.98,"66,303","5,518",177,107,"59,125","1,219",157,"66,303","1,768","24,991",50,"13,968",664,"24,000",862,"66,303","6,836",847,"32,476","25,225",919,"66,303","59,279",92,"3,781","2,716",177,2,53,203,0.8940621088,0.0007993605116,0.04366318266,0.06147534802,"66,303","45,438",503,10,168,"6,834","12,880",161,2,307,0.6853083571,0.2997903564,0.01027102846,"66,303","9,415","54,116","3,162","44,526","5,690","9,459",0.82,0.67,0.14,0.09,0.14,"66,303","4,145","11,079","33,829",303,174,93,464,0.06,0.00,0.17
MMR013,Yangon,MMR013D001,Yangon (North),MMR013003,Hmawbi,"244,607","25,960","218,647",10.6,0.89,"66,403",0.27,"38,433","40,157",0.16,"202,679","11,927","50,276",2764,"32,559","39,589",0.68,"231,073","13,534",0.06,4.1,0.59,"56,469","4,137","4,180","4,284",0.22,"23,927","18,186",638,576,541,0.78,92.0,0.92,"56,469","12,220",143,59,"42,900",983,164,"56,469","3,056","28,948",36,"9,884",322,"11,937","2,286","56,469","15,975",748,"26,869","12,197",680,"56,469","31,924","2,800","10,289","9,293","1,190",21,681,271,0.5653367334,0.01205971418,0.186013565,0.2365899874,"56,469","19,352",222,57,239,"30,275","5,932",211,1,180,0.3427013051,0.6449379305,0.009173174662,"56,469","12,829","36,079","1,577","27,860","2,113","5,199",0.64,0.49,0.23,0.04,0.09,"56,469","1,635","16,716","31,263",970,799,385,"3,841",0.03,0.02,0.30
MMR013,Yangon,MMR013D001,Yangon (North),MMR013004,Hlegu,"270,741","40,078","230,663",14.8,0.85,"78,135",0.29,"44,464","45,874",0.17,"220,988","12,588","54,931",3927,"30,162","46,412",0.67,"247,452","23,289",0.09,4.3,0.61,"58,023","3,979","3,810","3,740",0.20,"27,035","16,913","1,150",856,540,0.80,88.5,0.88,"58,023","15,488",166,95,"41,772",275,227,"58,023","8,091","26,073",20,"11,948",223,"10,640","1,028","58,023","14,441",381,"33,095","9,504",602,"58,023","32,098","2,139","13,146","8,510",846,4,849,431,0.5531944229,0.01463212864,0.1613153405,0.270858108,"58,023","17,201",124,125,119,"35,793","3,369",111,18,"1,163",0.2964514072,0.6771625045,0.006342312531,"58,023","14,314","34,879","2,311","27,770","2,131","3,396",0.60,0.48,0.25,0.04,0.06,"58,023","1,759","17,551","31,000",812,818,659,"7,394",0.03,0.01,0.30
MMR013,Yangon,MMR013D001,Yangon (North),MMR013005,Taikkyi,"277,268","88,000","189,268",31.7,0.68,"79,226",0.29,"43,245","44,867",0.16,"226,477","7,276","52,076","7,211","34,312","50,047",0.67,"271,120","6,148",0.02,4.0,0.58,"66,999","1,537","2,260","3,932",0.12,"33,325","22,890","1,418","1,323",314,0.88,83.7,0.84,"66,999","27,954",222,80,"37,771",812,160,"66,999","3,579","44,671",45,"10,816",166,"6,681","1,041","66,999","20,393",491,"40,580","5,037",498,"66,999","22,141","10,579","13,271","18,046",616,14,"1,718",614,0.3304676189,0.02564217376,0.2787504291,0.3651397782,"66,999","10,421",106,306,52,"53,476","2,323",45,10,260,0.1555396349,0.8336542336,0.0069254765,"66,999","19,566","29,482","2,654","19,843",904,"2,721",0.44,0.30,0.29,0.01,0.04,"66,999",814,"18,447","36,983",817,"3,064",829,"13,678",0.01,0.01,0.28
MMR013,Yangon,MMR013D001,Yangon (North),MMR013006,Htantabin,"145,792","9,019","136,773",6.2,0.94,"43,224",0.30,"23,557","24,919",0.17,"117,759",1713,"32,276",3068,"18,661","24,248",0.68,"143,791","2,001",0.01,4.2,0.60,"34,211",158,620,"1,091",0.05,"15,941","15,207",421,335,438,0.95,77.9,0.78,"34,211","9,878",34,30,"24,040",65,164,"34,211","11,039","10,874",15,"8,052",134,"1,730","2,367","34,211","10,093",131,"21,931","1,593",463,"34,211","6,864","10,164","4,357","9,428","1,824",24,"1,449",101,0.2006372219,0.04235479816,0.3296015901,0.4274063898,"34,211","4,347",17,214,24,"27,308","1,878",22,57,344,0.1270643945,0.8554266172,0.007453742948,"34,211","9,038","17,482","1,107","12,085",308,"1,652",0.51,0.35,0.26,0.01,0.05,"34,211",398,"6,411","12,086","1,009","4,039","1,683","4,515",0.01,0.03,0.19
MMR013,Yangon,MMR013D001,Yangon (North),MMR013007,Shwepyithar,"343,526","279,795","63,731",81.4,0.19,"85,586",0.25,"50,304","53,076",0.15,"288,935","8,733","101,871","3,547","37,816","54,856",0.72,"328,740","14,786",0.04,4.5,0.64,"73,775","2,700","5,838","7,321",0.21,"38,779","16,278","1,074",712,"1,073",0.79,93.6,0.94,"73,775","10,208",181,122,"62,475",630,159,"73,775","4,293","32,208",52,"20,527",827,"14,475","1,393","73,775","13,627",543,"43,045","15,689",871,"73,775","54,164",218,"4,679","9,295","4,904",80,153,282,0.7341782447,0.002073873263,0.1935479498,0.07019993223,"73,775","37,448",428,12,224,"10,939","23,865",355,0,504,0.5075974246,0.476570654,0.009000338868,"73,775","15,800","50,778","2,157","41,959","3,387","17,290",0.69,0.57,0.21,0.05,0.23,"73,775","2,776","8,811","45,078",462,145,158,353,0.04,0.01,0.12
MMR013,Yangon,MMR013D001,Yangon (North),MMR013008,Hlaingtharya,"687,867","482,128","205,739",70.1,0.30,"164,834",0.24,"95,076","90,897",0.13,"579,376","9,009","257,135","8,032","63,054","111,046",0.77,"663,463","24,404",0.04,4.5,0.64,"148,711","14,289","9,606","17,161",0.28,"69,538","32,302","2,123","1,599","2,093",0.72,94.3,0.94,"148,711","23,325",386,218,"120,741","3,336",705,"148,711","15,023","58,101",82,"33,648","2,499","36,886","2,472","148,711","25,347",740,"80,111","40,154",2359,"148,711","113,503",181,"3,597","12,612","17,935",124,330,429,0.7632454896,0.002219069201,0.2062456711,0.02828977009,"148,711","61,386",702,18,370,"8,858","73,724","1,726",4,"1,923",0.4127872182,0.5669520076,0.007329652817,"148,711","15,429","93,222","4,184","71,432","4,843","12,662",0.63,0.48,0.10,0.03,0.09,"148,711","4,068","14,581","73,806",561,157,150,383,0.03,0.00,0.10
MMR013,Yangon,MMR013D002,Yangon (East),MMR013009,Thingangyun,"209,486","209,486",0,100.0,0.00,"41,978",0.20,"28,785","30,398",0.15,"184,357","7,384","43,650","3,438","26,377","39,283",0.65,"201,316","8,170",0.04,4.6,0.67,"43,320","15,549","4,792","5,110",0.59,"15,908","1,028",231,139,563,0.41,97.7,0.98,"43,320",987,36,56,"37,661","4,348",232,"43,320",776,"5,491",15,"9,914","1,950","24,576",598,"43,320",492,147,"18,612","23,544",525,"43,320","42,137",27,579,418,49,2,3,105,0.9726915974,0.00006925207756,0.01082640813,0.01641274238,"43,320","28,419","2,249",5,504,746,"10,404",427,0,566,0.6560249307,0.2672437673,0.06366574331,"43,320","8,478","38,352","5,497","35,436","8,570","14,004",0.89,0.82,0.20,0.20,0.32,"43,320","6,765","1,145","20,959",23,16,10,51,0.16,0.00,0.03
MMR013,Yangon,MMR013D002,Yangon (East),MMR013010,Yankin,"70,946","70,946",0,100.0,0.00,"12,687",0.18,"9,105","10,472",0.15,"63,446","5,027","15,967",1221,"7,582","11,802",0.66,"66,792","4,154",0.06,4.6,0.66,"14,637","6,460","1,837","1,620",0.68,"4,290",194,76,23,137,0.32,99.0,0.99,"14,637",301,3,19,"9,645","4,584",85,"14,637",67,"1,030",4,"3,335",355,"9,703",143,"14,637",94,62,"5,145","9,201",135,"14,637","14,486",7,85,38,5,1,1,14,0.9896836783,0.00006832001093,0.003006080481,0.007241921159,"14,637","10,869","1,503",1,35,332,"1,694",115,0,88,0.7425701988,0.1462731434,0.1051444968,"14,637","5,542","13,631","4,093","13,270","4,767","5,663",0.93,0.91,0.38,0.33,0.39,"14,637","3,650",273,"4,852",9,1,1,15,0.25,0.00,0.02
MMR013,Yangon,MMR013D002,Yangon (East),MMR013011,South Okkalapa,"161,126","161,126",0,100.0,0.00,"29,028",0.18,"21,143","22,897",0.14,"144,215","6,417","35,954",2628,"22,133","29,206",0.67,"153,687","7,439",0.05,4.7,0.67,"32,725","2,299","5,809","7,093",0.46,"15,829","1,348",89,34,224,0.54,97.6,0.98,"32,725",728,26,57,"30,772","1,064",78,"32,725",381,"4,388",12,"12,864",742,"14,165",173,"32,725",851,110,"18,520","12,753",491,"32,725","32,130",7,161,338,51,0,1,37,0.9818181818,0.00003055767762,0.01188693659,0.006264323911,"32,725","22,136","1,622",8,252,901,"7,370",174,1,261,0.6764247517,0.2580901451,0.05750954927,"32,725","6,334","29,667","4,461","27,068","6,447","7,948",0.91,0.83,0.19,0.20,0.24,"32,725","5,541","1,258","22,098",44,17,10,36,0.17,0.00,0.04
MMR013,Yangon,MMR013D002,Yangon (East),MMR013012,North Okkalapa,"333,293","333,293",0,100.0,0.00,"69,832",0.21,"46,113","49,492",0.15,"291,061","10,832","81,351","4,715","49,388","55,341",0.69,"313,240","20,053",0.06,4.8,0.69,"64,756","2,096","8,633","10,642",0.33,"36,459","5,679",430,90,727,0.67,95.7,0.96,"64,756","2,704",160,103,"61,005",574,210,"64,756","1,847","18,928",34,"21,516","1,778","19,864",789,"64,756","3,476",308,"39,705","20,409",858,"64,756","59,365",25,671,"3,925",607,22,41,100,0.9167490271,0.0006331459633,0.07032552968,0.01229229724,"64,756","38,128","1,165",10,511,"2,468","21,383",606,4,481,0.5887948607,0.3777410587,0.02603619742,"64,756","10,320","54,959","3,195","46,986","6,906","15,195",0.85,0.73,0.16,0.11,0.23,"64,756","4,977","5,500","42,232",88,20,37,142,0.08,0.00,0.08
MMR013,Yangon,MMR013D002,Yangon (East),MMR013013,Thaketa,"220,556","220,556",0,100.0,0.00,"44,577",0.20,"30,088","31,679",0.14,"193,630","9,182","50,495",2816,"30,503","39,451",0.68,"212,290","8,266",0.04,4.7,0.67,"45,456","3,868","3,454","8,015",0.34,"27,030","2,174",181,225,509,0.66,94.9,0.95,"45,456","1,694",41,59,"42,394","1,130",138,"45,456",423,"7,746",27,"21,228","1,680","13,778",574,"45,456","1,465",144,"29,514","13,782",551,"45,456","43,437",9,522,901,510,8,16,53,0.9555834213,0.0003519887364,0.03121700106,0.01284758888,"45,456","28,804",631,4,345,"1,672","13,389",314,2,295,0.6336677226,0.3382831749,0.0215593101,"45,456","5,523","39,125","2,254","35,359","5,264","10,812",0.86,0.78,0.12,0.12,0.24,"45,456","3,884","1,932","28,462",76,31,29,75,0.09,0.00,0.04
